[2, 5, 2]	12.18
[2, 5, 5]	16.69
[2, 5, 8]	11.13
[2, 6, 12]	11.27
[2, 6, 15]	13.03
[2, 6, 18]	12.32
[2, 6, 1]	11.98
[2, 6, 21]	13.23
[2, 6, 4]	13.71
[2, 6, 7]	13.99
[3, 0, 10]	12.84
[3, 0, 13]	13.35
[3, 0, 16]	13.64
[3, 0, 19]	11.75
[3, 0, 22]	13.02
[3, 0, 2]	15.05
[3, 0, 5]	16.85
[3, 0, 8]	12.16
[3, 1, 12]	12.56
[3, 1, 15]	12.84
[3, 1, 18]	13.83
[3, 1, 1]	13.21
[3, 1, 21]	12.49
[3, 1, 4]	14.72
[3, 1, 7]	11.34
[3, 2, 0]	13.97
[3, 2, 11]	13.32
[3, 2, 14]	14.02
[3, 2, 17]	13.32
[3, 2, 20]	12.5
[3, 2, 23]	13.7
[3, 2, 3]	14.36
[3, 2, 6]	12.13
[3, 2, 9]	12.48
[3, 3, 10]	13.28
[3, 3, 13]	14.55
[3, 3, 16]	15.04
[3, 3, 19]	12.47
[3, 3, 22]	13.61
[3, 3, 2]	12.88
[3, 3, 5]	15.83
[3, 3, 8]	12.23
[3, 4, 12]	13.57
[3, 4, 15]	14.32
[3, 4, 18]	12.35
[3, 4, 1]	12.88
[3, 4, 21]	12.5
[3, 4, 4]	16.13
[3, 4, 7]	11.7
[3, 5, 0]	13.16
[3, 5, 11]	10.96
[3, 5, 14]	12.09
[3, 5, 17]	11.97
[3, 5, 20]	11.76
[3, 5, 23]	12.8
[3, 5, 3]	12.88
[3, 5, 6]	16.1
[3, 5, 9]	10.69
[3, 6, 10]	11.31
[3, 6, 13]	12.35
[3, 6, 16]	13.7
[3, 6, 19]	12.76
[3, 6, 22]	14.59
[3, 6, 2]	12.25
[3, 6, 5]	16.42
[3, 6, 8]	12.57
[4, 0, 0]	16.01
[4, 0, 11]	16.68
[4, 0, 14]	13.56
[4, 0, 17]	12.81
[4, 0, 20]	12.32
[4, 0, 23]	14.06
[4, 0, 3]	14.07
[4, 0, 6]	12.89
[4, 0, 9]	12.68
[4, 1, 10]	12.68
[4, 1, 13]	13.07
[4, 1, 16]	13.09
[4, 1, 19]	11.6
[4, 1, 22]	13.14
[4, 1, 2]	13.38
[4, 1, 5]	14.76
[4, 1, 8]	11.74
[4, 2, 12]	13.31
[4, 2, 15]	13.64
[4, 2, 18]	12.35
[4, 2, 1]	15.01
[4, 2, 21]	12.86
[4, 2, 4]	16.57
[4, 2, 7]	11.54
[4, 3, 0]	14.2
[4, 3, 11]	13.58
[4, 3, 14]	14.6
[4, 3, 17]	13.93
[4, 3, 20]	12.85
[4, 3, 23]	14.3
[4, 3, 3]	13.8
[4, 3, 6]	12.1
[4, 3, 9]	12.41
[4, 4, 10]	13.05
[4, 4, 13]	14.0
[4, 4, 16]	14.28
[4, 4, 19]	11.93
[4, 4, 22]	13.13
[4, 4, 2]	14.6
[4, 4, 5]	16.43
[4, 4, 8]	11.97
[4, 5, 12]	11.98
[4, 5, 15]	13.15
[4, 5, 18]	12.12
[4, 5, 1]	12.95
[4, 5, 21]	12.25
[4, 5, 4]	14.34
[4, 5, 7]	13.09
[4, 6, 0]	12.4
[4, 6, 11]	11.79
[4, 6, 14]	13.82
[4, 6, 17]	14.1
[4, 6, 20]	13.48
[4, 6, 23]	15.62
[4, 6, 3]	12.75
[4, 6, 6]	17.05
[4, 6, 9]	11.36
[5, 0, 12]	13.45
[5, 0, 15]	13.76
[5, 0, 18]	12.58
[5, 0, 21]	13.15
[5, 0, 2]	13.96
[5, 0, 5]	16.92
[5, 0, 8]	12.53
[5, 1, 11]	14.04
[5, 1, 14]	14.19
[5, 1, 17]	13.5
[5, 1, 1]	15.69
[5, 1, 20]	12.38
[5, 1, 23]	13.7
[5, 1, 4]	16.05
[5, 1, 7]	11.81
[5, 2, 0]	14.1
[5, 2, 10]	24.1
[5, 2, 13]	14.51
[5, 2, 16]	14.97
[5, 2, 19]	12.22
[5, 2, 22]	13.11
[5, 2, 3]	13.63
[5, 2, 6]	11.8
[5, 2, 9]	12.61
[5, 3, 12]	14.67
[5, 3, 15]	15.29
[5, 3, 18]	13.06
[5, 3, 21]	13.46
[5, 3, 2]	12.85
[5, 3, 5]	15.41
[5, 3, 8]	12.17
[5, 4, 11]	13.73
[5, 4, 14]	15.3
[5, 4, 17]	14.1
[5, 4, 1]	14.58
[5, 4, 20]	12.64
[5, 4, 23]	13.76
[5, 4, 4]	16.72
[5, 4, 7]	11.98
[5, 5, 0]	13.68
[5, 5, 10]	11.48
[5, 5, 13]	12.39
[5, 5, 16]	13.0
[5, 5, 19]	11.98
[5, 5, 22]	12.13
[5, 5, 3]	13.03
[5, 5, 6]	15.75
[5, 5, 9]	11.3
[5, 6, 12]	12.52
[5, 6, 15]	14.02
[5, 6, 18]	13.45
[5, 6, 21]	13.39
[5, 6, 2]	12.18
[5, 6, 5]	17.31
[5, 6, 8]	12.78
[6, 0, 0]	15.64
[6, 0, 10]	13.29
[6, 0, 13]	13.5
[6, 0, 16]	13.6
[6, 0, 19]	11.43
[6, 0, 22]	13.39
[6, 0, 3]	14.82
[6, 0, 6]	13.09
[6, 0, 9]	13.09
[6, 1, 12]	13.6
[6, 1, 15]	14.01
[6, 1, 18]	12.38
[6, 1, 21]	12.43
[6, 1, 2]	14.37
[6, 1, 5]	14.27
[6, 1, 8]	12.25
[6, 2, 10]	13.35
[6, 2, 13]	14.35
[6, 2, 16]	18.86
[6, 2, 19]	12.37
[6, 2, 1]	13.68
[6, 2, 22]	13.12
[6, 2, 4]	16.4
[6, 2, 7]	11.55
[6, 3, 0]	13.75
[6, 3, 12]	13.89
[6, 3, 15]	14.81
[6, 3, 18]	13.1
[6, 3, 21]	12.89
[6, 3, 3]	13.73
[6, 3, 6]	12.2
[6, 3, 9]	12.78
[6, 4, 11]	13.72
[6, 4, 14]	14.43
[6, 4, 17]	13.76
[6, 4, 20]	11.98
[6, 4, 23]	13.21
[6, 4, 2]	12.66
[6, 4, 5]	16.06
[6, 4, 8]	12.28
[6, 5, 10]	11.41
[6, 5, 13]	12.68
[6, 5, 16]	12.99
[6, 5, 19]	12.02
[6, 5, 1]	12.48
[6, 5, 22]	12.15
[6, 5, 4]	13.99
[6, 5, 7]	12.5
[6, 6, 0]	12.49
[6, 6, 12]	13.16
[6, 6, 15]	14.9
[6, 6, 18]	14.05
[6, 6, 21]	13.99
[6, 6, 3]	12.63
[6, 6, 6]	17.34
[6, 6, 9]	12.04
[1, 0, 12]	11.75
[1, 0, 15]	12.07
[1, 0, 18]	11.46
[1, 0, 1]	14.17
[1, 0, 21]	12.43
[1, 0, 4]	17.13
[1, 0, 7]	12.1
[1, 1, 0]	14.47
[1, 1, 11]	12.1
[1, 1, 14]	12.51
[1, 1, 17]	12.2
[1, 1, 20]	11.84
[1, 1, 23]	13.47
[1, 1, 3]	14.47
[1, 1, 6]	11.41
[1, 1, 9]	11.86
[1, 2, 10]	12.33
[1, 2, 13]	12.85
[1, 2, 16]	13.06
[1, 2, 19]	11.49
[1, 2, 22]	12.41
[1, 2, 2]	12.49
[1, 2, 5]	14.88
[1, 2, 8]	11.63
[1, 3, 12]	12.62
[1, 3, 15]	13.14
[1, 3, 18]	11.92
[1, 3, 1]	12.56
[1, 3, 21]	12.82
[1, 3, 4]	15.52
[1, 3, 7]	11.08
[1, 4, 0]	13.28
[1, 4, 11]	12.56
[1, 4, 14]	12.81
[1, 4, 17]	12.08
[1, 4, 20]	11.86
[1, 4, 23]	12.53
[1, 4, 3]	13.35
[1, 4, 6]	12.35
[1, 4, 9]	12.21
[1, 5, 10]	10.25
[1, 5, 13]	11.3
[1, 5, 16]	12.08
[1, 5, 19]	11.25
[1, 5, 22]	11.99
[1, 5, 2]	11.92
[1, 5, 5]	16.31
[1, 5, 8]	11.04
[1, 6, 12]	11.36
[1, 6, 15]	12.46
[1, 6, 18]	12.42
[1, 6, 1]	12.29
[1, 6, 21]	12.93
[1, 6, 4]	13.82
[1, 6, 7]	14.21
[2, 0, 10]	12.36
[2, 0, 13]	12.68
[2, 0, 16]	18.61
[2, 0, 19]	11.34
[2, 0, 22]	13.05
[2, 0, 2]	12.8
[2, 0, 5]	16.44
[2, 0, 8]	11.66
[2, 1, 12]	12.45
[2, 1, 15]	12.56
[2, 1, 18]	11.56
[2, 1, 1]	13.51
[2, 1, 21]	12.18
[2, 1, 4]	15.64
[2, 1, 7]	11.42
[2, 2, 0]	12.87
[2, 2, 11]	12.67
[2, 2, 14]	13.24
[2, 2, 17]	14.82
[2, 2, 20]	12.09
[2, 2, 23]	12.94
[2, 2, 3]	13.27
[2, 2, 6]	11.69
[2, 2, 9]	12.2
[2, 3, 10]	12.06
[2, 3, 13]	12.63
[2, 3, 16]	12.93
[2, 3, 19]	11.49
[2, 3, 22]	12.84
[2, 3, 2]	12.61
[2, 3, 5]	14.66
[2, 3, 8]	11.32
[2, 4, 12]	12.91
[2, 4, 15]	13.37
[2, 4, 18]	11.98
[2, 4, 1]	12.95
[2, 4, 21]	12.58
[2, 4, 4]	16.21
[2, 4, 7]	11.65
[2, 5, 0]	12.78
[2, 5, 11]	10.77
[2, 5, 14]	12.12
[2, 5, 17]	12.01
[2, 5, 20]	11.79
[2, 5, 23]	12.32
[2, 5, 3]	12.49
[2, 5, 6]	15.24
[2, 5, 9]	10.52
[2, 6, 10]	10.6
[2, 6, 13]	11.81
[2, 6, 16]	13.05
[2, 6, 19]	12.35
[2, 6, 22]	13.3
[2, 6, 2]	12.07
[2, 6, 5]	16.62
[2, 6, 8]	11.77
[3, 0, 0]	16.45
[3, 0, 11]	13.17
[3, 0, 14]	13.53
[3, 0, 17]	12.79
[3, 0, 20]	12.16
[3, 0, 23]	13.8
[3, 0, 3]	15.12
[3, 0, 6]	13.09
[3, 0, 9]	12.45
[3, 1, 10]	12.41
[3, 1, 13]	12.89
[3, 1, 16]	13.04
[3, 1, 19]	11.36
[3, 1, 22]	13.01
[3, 1, 2]	13.04
[3, 1, 5]	14.12
[3, 1, 8]	11.58
[3, 2, 12]	13.5
[3, 2, 15]	13.83
[3, 2, 18]	12.45
[3, 2, 1]	13.6
[3, 2, 21]	12.87
[3, 2, 4]	15.92
[3, 2, 7]	11.68
[3, 3, 0]	13.66
[3, 3, 11]	13.57
[3, 3, 14]	14.81
[3, 3, 17]	13.98
[3, 3, 20]	12.8
[3, 3, 23]	13.92
[3, 3, 3]	13.71
[3, 3, 6]	12.69
[3, 3, 9]	12.77
[3, 4, 10]	13.14
[3, 4, 13]	13.85
[3, 4, 16]	14.4
[3, 4, 19]	12.05
[3, 4, 22]	13.01
[3, 4, 2]	12.62
[3, 4, 5]	16.44
[3, 4, 8]	12.16
[3, 5, 12]	11.25
[3, 5, 15]	12.25
[3, 5, 18]	11.52
[3, 5, 1]	12.61
[3, 5, 21]	12.06
[3, 5, 4]	14.39
[3, 5, 7]	13.19
[3, 6, 0]	12.39
[3, 6, 11]	11.35
[3, 6, 14]	13.24
[3, 6, 17]	13.45
[3, 6, 20]	12.81
[3, 6, 23]	15.85
[3, 6, 3]	12.58
[3, 6, 6]	16.53
[3, 6, 9]	11.51
[4, 0, 12]	13.14
[4, 0, 15]	13.34
[4, 0, 18]	11.92
[4, 0, 1]	15.12
[4, 0, 21]	12.83
[4, 0, 4]	17.71
[4, 0, 7]	12.07
[4, 1, 0]	15.05
[4, 1, 11]	13.03
[4, 1, 14]	13.27
[4, 1, 17]	12.57
[4, 1, 20]	12.26
[4, 1, 23]	13.95
[4, 1, 3]	13.69
[4, 1, 6]	11.69
[4, 1, 9]	12.29
[4, 2, 10]	12.92
[4, 2, 13]	13.79
[4, 2, 16]	13.94
[4, 2, 19]	12.0
[4, 2, 22]	13.47
[4, 2, 2]	14.37
[4, 2, 5]	15.02
[4, 2, 8]	12.0
[4, 3, 12]	13.83
[4, 3, 15]	14.37
[4, 3, 18]	12.95
[4, 3, 1]	13.68
[4, 3, 21]	13.42
[4, 3, 4]	16.19
[4, 3, 7]	11.55
[4, 4, 0]	14.41
[4, 4, 11]	13.34
[4, 4, 14]	14.29
[4, 4, 17]	13.74
[4, 4, 20]	12.41
[4, 4, 23]	13.78
[4, 4, 3]	15.14
[4, 4, 6]	12.88
[4, 4, 9]	12.63
[4, 5, 10]	11.22
[4, 5, 13]	12.67
[4, 5, 16]	12.85
[4, 5, 19]	17.16
[4, 5, 22]	12.39
[4, 5, 2]	12.53
[4, 5, 5]	16.63
[4, 5, 8]	11.67
[4, 6, 12]	12.32
[4, 6, 15]	13.93
[4, 6, 18]	13.37
[4, 6, 1]	12.11
[4, 6, 21]	13.61
[4, 6, 4]	14.01
[4, 6, 7]	14.16
[5, 0, 0]	15.42
[5, 0, 10]	13.2
[5, 0, 13]	13.68
[5, 0, 16]	14.02
[5, 0, 19]	12.22
[5, 0, 22]	13.6
[5, 0, 3]	13.98
[5, 0, 6]	13.13
[5, 0, 9]	12.76
[5, 1, 12]	14.08
[5, 1, 15]	14.09
[5, 1, 18]	12.45
[5, 1, 21]	12.8
[5, 1, 2]	13.98
[5, 1, 5]	14.68
[5, 1, 8]	12.37
[5, 2, 11]	13.8
[5, 2, 14]	14.77
[5, 2, 17]	14.05
[5, 2, 1]	13.98
[5, 2, 20]	12.46
[5, 2, 23]	13.61
[5, 2, 4]	15.74
[5, 2, 7]	11.62
[5, 3, 0]	13.7
[5, 3, 10]	13.43
[5, 3, 13]	15.18
[5, 3, 16]	15.33
[5, 3, 19]	12.43
[5, 3, 22]	13.99
[5, 3, 3]	13.31
[5, 3, 6]	12.2
[5, 3, 9]	12.74
[5, 4, 12]	14.51
[5, 4, 15]	15.17
[5, 4, 18]	12.81
[5, 4, 21]	13.13
[5, 4, 2]	14.07
[5, 4, 5]	16.48
[5, 4, 8]	12.2
[5, 5, 11]	11.53
[5, 5, 14]	12.7
[5, 5, 17]	12.75
[5, 5, 1]	12.99
[5, 5, 20]	11.99
[5, 5, 23]	12.69
[5, 5, 4]	14.59
[5, 5, 7]	13.25
[5, 6, 0]	12.51
[5, 6, 10]	12.19
[5, 6, 13]	13.08
[5, 6, 16]	14.24
[5, 6, 19]	13.29
[5, 6, 22]	13.91
[5, 6, 3]	12.78
[5, 6, 6]	16.47
[5, 6, 9]	12.05
[6, 0, 11]	13.41
[6, 0, 14]	13.8
[6, 0, 17]	13.07
[6, 0, 1]	15.33
[6, 0, 20]	12.06
[6, 0, 23]	14.31
[6, 0, 4]	17.51
[6, 0, 7]	12.32
[6, 1, 0]	14.27
[6, 1, 10]	13.19
[6, 1, 13]	13.86
[6, 1, 16]	14.18
[6, 1, 19]	11.69
[6, 1, 22]	21.43
[6, 1, 3]	15.41
[6, 1, 6]	11.56
[6, 1, 9]	12.73
[6, 2, 11]	13.67
[6, 2, 14]	14.69
[6, 2, 17]	14.23
[6, 2, 20]	12.23
[6, 2, 23]	13.54
[6, 2, 2]	13.02
[6, 2, 5]	14.4
[6, 2, 8]	12.28
[6, 3, 10]	13.19
[6, 3, 13]	14.57
[6, 3, 16]	15.5
[6, 3, 19]	12.5
[6, 3, 1]	13.37
[6, 3, 22]	13.61
[6, 3, 4]	16.43
[6, 3, 7]	11.74
[6, 4, 0]	13.63
[6, 4, 12]	13.64
[6, 4, 15]	14.32
[6, 4, 18]	12.45
[6, 4, 21]	12.52
[6, 4, 3]	13.29
[6, 4, 6]	12.78
[6, 4, 9]	12.74
[6, 5, 11]	11.66
[6, 5, 14]	13.02
[6, 5, 17]	13.1
[6, 5, 20]	11.98
[6, 5, 23]	12.63
[6, 5, 2]	12.11
[6, 5, 5]	16.61
[6, 5, 8]	12.0
[6, 6, 10]	12.21
[6, 6, 13]	13.86
[6, 6, 16]	14.83
[6, 6, 19]	13.67
[6, 6, 1]	12.15
[6, 6, 22]	14.36
[6, 6, 4]	14.09
[6, 6, 7]	15.36
[1, 0, 10]	12.02
[1, 0, 13]	11.88
[1, 0, 16]	12.37
[1, 0, 19]	11.45
[1, 0, 22]	12.96
[1, 0, 2]	14.46
[1, 0, 5]	16.63
[1, 0, 8]	11.89
[1, 1, 12]	12.06
[1, 1, 15]	12.32
[1, 1, 18]	11.52
[1, 1, 1]	13.78
[1, 1, 21]	12.19
[1, 1, 4]	15.52
[1, 1, 7]	11.05
[1, 2, 0]	13.83
[1, 2, 11]	12.38
[1, 2, 14]	12.92
[1, 2, 17]	12.47
[1, 2, 20]	12.1
[1, 2, 23]	12.96
[1, 2, 3]	13.85
[1, 2, 6]	11.58
[1, 2, 9]	11.89
[1, 3, 10]	12.49
[1, 3, 13]	13.18
[1, 3, 16]	13.24
[1, 3, 19]	11.87
[1, 3, 22]	12.88
[1, 3, 2]	12.75
[1, 3, 5]	14.68
[1, 3, 8]	11.39
[1, 4, 12]	12.56
[1, 4, 15]	12.64
[1, 4, 18]	11.52
[1, 4, 1]	12.85
[1, 4, 21]	12.2
[1, 4, 4]	15.79
[1, 4, 7]	11.35
[1, 5, 0]	12.33
[1, 5, 11]	10.37
[1, 5, 14]	11.75
[1, 5, 17]	11.86
[1, 5, 20]	11.52
[1, 5, 23]	12.14
[1, 5, 3]	12.35
[1, 5, 6]	15.72
[1, 5, 9]	10.0
[1, 6, 10]	10.99
[1, 6, 13]	11.96
[1, 6, 16]	12.84
[1, 6, 19]	12.48
[1, 6, 22]	13.15
[1, 6, 2]	19.61
[1, 6, 5]	15.95
[1, 6, 8]	12.27
[2, 0, 0]	13.36
[2, 0, 11]	12.2
[2, 0, 14]	12.68
[2, 0, 17]	12.01
[2, 0, 20]	12.02
[2, 0, 23]	14.43
[2, 0, 3]	13.41
[2, 0, 6]	12.71
[2, 0, 9]	11.84
[2, 1, 10]	12.63
[2, 1, 13]	12.94
[2, 1, 16]	12.71
[2, 1, 19]	11.33
[2, 1, 22]	12.58
[2, 1, 2]	13.07
[2, 1, 5]	15.26
[2, 1, 8]	11.63
[2, 2, 12]	12.61
[2, 2, 15]	13.18
[2, 2, 18]	11.73
[2, 2, 1]	12.46
[2, 2, 21]	12.42
[2, 2, 4]	15.79
[2, 2, 7]	11.25
[2, 3, 0]	12.82
[2, 3, 11]	12.13
[2, 3, 14]	12.75
[2, 3, 17]	12.12
[2, 3, 20]	11.97
[2, 3, 23]	13.09
[2, 3, 3]	13.14
[2, 3, 6]	11.49
[2, 3, 9]	11.76
[2, 4, 10]	12.59
[2, 4, 13]	13.33
[2, 4, 16]	13.56
[2, 4, 19]	11.77
[2, 4, 22]	12.79
[2, 4, 2]	12.31
[2, 4, 5]	16.41
[2, 4, 8]	11.88
[2, 5, 12]	11.24
[2, 5, 15]	12.19
[2, 5, 18]	11.59
[2, 5, 1]	12.21
[2, 5, 21]	12.15
[2, 5, 4]	13.96
[2, 5, 7]	12.85
[2, 6, 0]	12.24
[2, 6, 11]	10.64
[2, 6, 14]	12.57
[2, 6, 17]	12.74
[2, 6, 20]	12.87
[2, 6, 23]	14.04
[2, 6, 3]	12.52
[2, 6, 6]	16.09
[2, 6, 9]	10.59
[3, 0, 12]	13.29
[3, 0, 15]	13.45
[3, 0, 18]	11.99
[3, 0, 1]	16.07
[3, 0, 21]	12.62
[3, 0, 4]	17.41
[3, 0, 7]	11.9
[3, 1, 0]	13.77
[3, 1, 11]	12.58
[3, 1, 14]	13.01
[3, 1, 17]	12.35
[3, 1, 20]	11.9
[3, 1, 23]	13.6
[3, 1, 3]	13.25
[3, 1, 6]	11.93
[3, 1, 9]	11.94
[3, 2, 10]	13.0
[3, 2, 13]	14.08
[3, 2, 16]	14.32
[3, 2, 19]	12.17
[3, 2, 22]	13.3
[3, 2, 2]	13.76
[3, 2, 5]	15.1
[3, 2, 8]	12.04
[3, 3, 12]	13.9
[3, 3, 15]	14.86
[3, 3, 18]	12.62
[3, 3, 1]	13.31
[3, 3, 21]	13.25
[3, 3, 4]	16.1
[3, 3, 7]	11.76
[3, 4, 0]	13.71
[3, 4, 11]	13.41
[3, 4, 14]	14.24
[3, 4, 17]	13.33
[3, 4, 20]	12.23
[3, 4, 23]	13.49
[3, 4, 3]	13.35
[3, 4, 6]	13.05
[3, 4, 9]	12.77
[3, 5, 10]	10.71
[3, 5, 13]	11.73
[3, 5, 16]	12.15
[3, 5, 19]	11.64
[3, 5, 22]	12.39
[3, 5, 2]	12.3
[3, 5, 5]	16.88
[3, 5, 8]	11.33
[3, 6, 12]	11.79
[3, 6, 15]	13.71
[3, 6, 18]	12.94
[3, 6, 1]	12.22
[3, 6, 21]	13.17
[3, 6, 4]	13.95
[3, 6, 7]	14.63
[4, 0, 10]	12.97
[4, 0, 13]	13.24
[4, 0, 16]	13.44
[4, 0, 19]	11.84
[4, 0, 22]	13.38
[4, 0, 2]	13.52
[4, 0, 5]	16.62
[4, 0, 8]	12.2
[4, 1, 12]	12.83
[4, 1, 15]	12.89
[4, 1, 18]	11.82
[4, 1, 1]	14.31
[4, 1, 21]	12.79
[4, 1, 4]	15.9
[4, 1, 7]	11.41
[4, 2, 0]	14.86
[4, 2, 11]	13.03
[4, 2, 14]	13.89
[4, 2, 17]	13.31
[4, 2, 20]	12.52
[4, 2, 23]	13.84
[4, 2, 3]	13.78
[4, 2, 6]	12.14
[4, 2, 9]	12.41
[4, 3, 10]	13.03
[4, 3, 13]	14.34
[4, 3, 16]	14.73
[4, 3, 19]	12.45
[4, 3, 22]	13.79
[4, 3, 2]	13.3
[4, 3, 5]	15.28
[4, 3, 8]	12.02
[4, 4, 12]	13.48
[4, 4, 15]	14.1
[4, 4, 18]	12.43
[4, 4, 1]	14.14
[4, 4, 21]	12.78
[4, 4, 4]	16.17
[4, 4, 7]	12.07
[4, 5, 0]	13.51
[4, 5, 11]	11.56
[4, 5, 14]	13.07
[4, 5, 17]	12.86
[4, 5, 20]	12.26
[4, 5, 23]	12.93
[4, 5, 3]	12.83
[4, 5, 6]	15.43
[4, 5, 9]	11.0
[4, 6, 10]	11.49
[4, 6, 13]	13.01
[4, 6, 16]	14.1
[4, 6, 19]	13.28
[4, 6, 22]	14.34
[4, 6, 2]	12.1
[4, 6, 5]	17.24
[4, 6, 8]	12.18
[5, 0, 11]	13.61
[5, 0, 14]	14.04
[5, 0, 17]	13.46
[5, 0, 1]	14.58
[5, 0, 20]	12.7
[5, 0, 23]	14.82
[5, 0, 4]	17.05
[5, 0, 7]	12.31
[5, 1, 0]	15.46
[5, 1, 10]	13.53
[5, 1, 13]	14.12
[5, 1, 16]	14.36
[5, 1, 19]	11.93
[5, 1, 22]	13.33
[5, 1, 3]	14.33
[5, 1, 6]	12.02
[5, 1, 9]	12.81
[5, 2, 12]	13.94
[5, 2, 15]	14.43
[5, 2, 18]	12.91
[5, 2, 21]	12.67
[5, 2, 2]	13.38
[5, 2, 5]	14.66
[5, 2, 8]	12.07
[5, 3, 11]	15.47
[5, 3, 14]	15.57
[5, 3, 17]	14.47
[5, 3, 1]	13.15
[5, 3, 20]	12.81
[5, 3, 23]	14.35
[5, 3, 4]	16.52
[5, 3, 7]	11.72
[5, 4, 0]	14.39
[5, 4, 10]	13.47
[5, 4, 13]	14.92
[5, 4, 16]	15.27
[5, 4, 19]	12.25
[5, 4, 22]	13.31
[5, 4, 3]	14.3
[5, 4, 6]	13.06
[5, 4, 9]	12.91
[5, 5, 12]	11.96
[5, 5, 15]	12.86
[5, 5, 18]	12.23
[5, 5, 21]	12.01
[5, 5, 2]	12.64
[5, 5, 5]	17.03
[5, 5, 8]	11.93
[5, 6, 11]	12.26
[5, 6, 14]	14.08
[5, 6, 17]	14.37
[5, 6, 1]	12.06
[5, 6, 20]	13.11
[5, 6, 23]	15.12
[5, 6, 4]	14.28
[5, 6, 7]	14.74
[6, 0, 12]	13.32
[6, 0, 15]	13.61
[6, 0, 18]	12.18
[6, 0, 21]	12.58
[6, 0, 2]	14.44
[6, 0, 5]	16.62
[6, 0, 8]	12.43
[6, 1, 11]	13.61
[6, 1, 14]	14.1
[6, 1, 17]	13.59
[6, 1, 1]	14.81
[6, 1, 20]	11.96
[6, 1, 23]	13.71
[6, 1, 4]	16.37
[6, 1, 7]	11.51
[6, 2, 0]	14.13
[6, 2, 12]	13.89
[6, 2, 15]	14.44
[6, 2, 18]	13.17
[6, 2, 21]	12.74
[6, 2, 3]	13.5
[6, 2, 6]	11.83
[6, 2, 9]	12.74
[6, 3, 11]	13.63
[6, 3, 14]	14.9
[6, 3, 17]	14.38
[6, 3, 20]	12.47
[6, 3, 23]	13.91
[6, 3, 2]	13.04
[6, 3, 5]	15.23
[6, 3, 8]	12.16
[6, 4, 10]	13.25
[6, 4, 13]	14.0
[6, 4, 16]	14.77
[6, 4, 19]	12.0
[6, 4, 1]	13.34
[6, 4, 22]	12.82
[6, 4, 4]	15.96
[6, 4, 7]	11.84
[6, 5, 0]	13.16
[6, 5, 12]	11.83
[6, 5, 15]	12.97
[6, 5, 18]	12.48
[6, 5, 21]	11.84
[6, 5, 3]	12.72
[6, 5, 6]	14.82
[6, 5, 9]	11.32
